currency,name_raw,count,both_valid,actual_distinct,forecast_distinct,cadence,median_gap_days,date_min,date_max,real_signal,passes_threshold,bucket,reason
AUD,Construction Work Done q/q,13,13,13,9,quarterly,91.0,2023-02-22,2026-05-27,True,True,D,locuinte/constructii — nicio categorie din cele 4 nu se potriveste (gol de taxonomie)
AUD,Goods Trade Balance,7,7,7,7,monthly,28.0,2026-01-08,2026-07-02,True,False,D,semnal real dar sub pragul de esantion (7<24 pt. cadenta monthly) — de urmarit
USD,Final Manufacturing PMI,7,7,7,7,monthly,30.0,2026-01-02,2026-07-01,True,False,D,semnal real dar sub pragul de esantion (7<24 pt. cadenta monthly) — de urmarit
JPY,Consumer Confidence,7,7,7,7,monthly,31.0,2026-01-08,2026-07-01,True,False,D,semnal real dar sub pragul de esantion (7<24 pt. cadenta monthly) — de urmarit
USD,Capacity Utilization Rate,6,6,4,5,monthly,31.0,2026-01-16,2026-06-15,True,False,D,semnal real dar sub pragul de esantion (6<24 pt. cadenta monthly) — de urmarit
CAD,Housing Starts,6,6,6,6,monthly,31.0,2026-01-16,2026-06-15,True,False,D,semnal real dar sub pragul de esantion (6<24 pt. cadenta monthly) — de urmarit
GBP,Goods Trade Balance,6,6,6,6,monthly,29.0,2026-01-15,2026-06-12,True,False,D,semnal real dar sub pragul de esantion (6<24 pt. cadenta monthly) — de urmarit
JPY,Current Account,6,6,6,5,monthly,28.0,2026-01-12,2026-06-07,True,False,D,semnal real dar sub pragul de esantion (6<24 pt. cadenta monthly) — de urmarit
USD,Final Services PMI,5,5,5,5,monthly,29.0,2026-01-06,2026-06-03,True,False,D,semnal real dar sub pragul de esantion (5<24 pt. cadenta monthly) — de urmarit
USD,Current Account,3,3,3,3,quarterly,80.0,2026-01-14,2026-06-24,True,False,D,semnal real dar sub pragul de esantion (3<8 pt. cadenta quarterly) — de urmarit
CAD,Current Account,3,3,3,3,quarterly,90.0,2026-02-26,2026-05-28,True,False,D,semnal real dar sub pragul de esantion (3<8 pt. cadenta quarterly) — de urmarit
USD,Omdia Total Vehicle Sales,2,2,2,2,monthly,29.0,2026-06-01,2026-06-30,True,False,D,semnal real dar sub pragul de esantion (2<24 pt. cadenta monthly) — de urmarit
NZD,Current Account,2,2,2,2,quarterly,91.0,2026-03-17,2026-06-16,True,False,D,semnal real dar sub pragul de esantion (2<8 pt. cadenta quarterly) — de urmarit
USD,Core CPI y/y,2,2,2,2,monthly,29.0,2026-05-12,2026-06-10,True,False,D,semnal real dar sub pragul de esantion (2<24 pt. cadenta monthly) — de urmarit
AUD,Current Account,2,2,2,2,quarterly,91.0,2026-03-03,2026-06-02,True,False,D,semnal real dar sub pragul de esantion (2<8 pt. cadenta quarterly) — de urmarit
